date,Property-casualty insurance companies; total financial assets,Property-casualty insurance companies; checkable deposits and currency, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; money market fund shares, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; security repurchase agreements, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; debt securities; asset,Property-casualty insurance companies; commercial paper, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; agency- and GSE-backed securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; municipal securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; corporate and foreign bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; commercial mortgages, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; corporate equities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; mutual fund shares, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; trade receivables, including receivables for claims from reinsurers; asset,Property-casualty insurance companies; U.S. direct investment abroad (market value); asset,Property-casualty insurance companies; total miscellaneous assets,Property-casualty insurance companies; equity in FHLB; asset,Property-casualty insurance companies; policy payables due from reinsurers; asset,Property-casualty insurance companies; unidentified miscellaneous assets,Property-casualty insurance companies; total liabilities,Property-casualty insurance companies; security repurchase agreements; liability,Property-casualty insurance companies; FHLB advances; liability,Property-casualty insurance companies; trade payables to reinsurers; liability,Property-casualty insurance companies; total taxes payable; liability,Property-casualty insurance companies; foreign direct investment in U.S.: intercompany debt; liability (market value),Property-casualty insurance companies; total miscellaneous liabilities,Property-casualty insurance companies; net transactions due to holding companies; liability,Property-casualty insurance companies; policy payables, including from reinsurers; liability,Property-casualty insurance companies; unidentified miscellaneous liabilities,Property-casualty insurance companies; foreign direct investment in U.S.: equity; liability (market value),Property-casualty insurance companies; securities lending; liability,Property-casualty insurance companies; total assets of financial guaranty insurers,Property-casualty insurance companies; total assets of mortgage guaranty insurers,Property-casualty insurance companies; direct reserve for policy payables; liability,Property-casualty insurance companies; policy payables reinsured to U.S. reinsurers; liability,Rest of the world; policy payables of non-U.S. reinsurers; liability,Rest of the world; assumed policy payables by U.S. reinsurers from non-U.S. insurers; liability
2005:Q2,1653395,24147,13361,3083,822989,13528,110515,121849,309393,267704,2627,199567,7393,146443,123613,310172,110,268902,41160,1196645,1768,663,83575,9544,9811,1091284,0,969200,122084,81793,0,28823,23018,799200,153866,115036,16134
2005:Q3,1698496,23919,13459,2621,851057,15432,112052,124547,324622,274404,2759,204749,7873,146924,126017,319118,110,276706,42302,1248919,1173,672,84584,8754,10041,1143695,0,1005647,138048,79189,0,29143,23529,832802,155378,121328,17467
2005:Q4,1718357,21894,13233,2763,855336,16379,110702,123791,331011,273453,2837,205749,8181,144042,132853,331469,110,284510,46849,1260484,1305,690,85600,8425,10006,1154458,0,1023716,130742,74348,0,29871,24017,848027,156890,127620,18799
2006:Q1,1727543,29542,12640,2216,865089,15773,109233,125224,337413,277446,2850,210901,8819,145964,140351,309171,104,278186,30881,1256766,1294,695,84494,8839,10750,1150694,0,1018851,131843,81071,0,30478,24825,847393,153279,124907,18179
2006:Q2,1733974,37561,11578,1734,869905,14480,106484,126122,342444,280375,2958,207649,8929,147871,137452,308337,93,271861,36383,1253154,1259,688,83386,8151,11047,1148623,0,1018659,129964,78170,0,31153,25314,851431,149667,122194,17561
2006:Q3,1757939,42328,12404,2992,877029,14109,108582,126379,345866,282093,3013,216196,9491,147193,143258,304035,87,265536,38412,1255666,1340,669,82281,8647,11699,1151030,0,1017961,133069,83658,0,31517,25032,854965,146055,119481,16941
2006:Q4,1771437,30927,13849,1977,892943,16821,112564,127152,351179,285227,3554,231627,10284,149816,150152,286308,81,259210,27017,1254854,1198,631,81176,11272,17603,1142974,0,1009122,133852,128217,0,31528,25318,850358,142443,116767,16321
2007:Q1,1793876,32752,16826,2941,897640,16451,104479,128350,360560,287800,3668,233218,10995,147379,151578,296879,75,255699,41105,1258652,572,625,78060,9933,15816,1153646,0,1012637,141009,119617,45179,31992,25986,856773,139593,116106,16271
2007:Q2,1814225,34069,17119,3688,895765,13568,92294,129520,370104,290279,4174,246647,12075,147762,164796,288130,66,252186,35878,1261591,819,627,74948,8931,16723,1159543,0,1016220,143323,131525,45036,31954,26731,863258,136742,115444,16220
2007:Q3,1835486,46291,18599,4180,899179,12564,82978,130774,379956,292907,4429,251412,12877,144750,169277,284492,122,248673,35697,1270631,627,1379,71831,9272,18092,1169430,0,1019877,149553,140471,38633,32749,26249,869817,133891,114782,16169
2007:Q4,1815026,43881,21220,3710,898327,13640,74536,130972,388721,290458,4908,237325,13047,139061,171570,281977,113,245160,36704,1249193,515,1366,68718,9878,14118,1154598,0,1013250,141348,96372,31241,34014,26148,866092,131040,114120,16118
2008:Q1,1818038,43035,26689,1988,893761,19035,75784,127293,390945,280704,5008,216969,12064,140869,156006,321649,109,246825,74715,1264544,2208,1395,70003,9349,14814,1166775,0,1023459,143316,88253,29949,38878,27462,875566,131661,115164,16232
2008:Q2,1804013,41670,27819,3038,881435,18145,73764,123801,394079,271646,5166,214447,11943,142172,150783,325540,121,248489,76930,1266828,2425,1500,71287,7392,16769,1167455,0,1036739,130716,91458,27576,39744,27730,888112,132281,116208,16346
2008:Q3,1801031,44455,27282,2820,862239,17317,70855,119619,393927,260521,4828,212029,10582,143098,126609,367089,154,250153,116782,1291234,1847,2201,72575,5135,16821,1192655,0,1054647,138008,86825,18740,41586,28611,905287,132902,117251,16458
2008:Q4,1750659,28975,33836,4554,854480,19719,71100,116227,395949,251485,5135,195998,8615,143185,81014,394867,168,251817,142882,1269738,2369,2736,73862,5816,9565,1175390,0,1050083,125307,39374,10846,39604,28706,899989,133522,118295,16572
2009:Q1,1750170,26914,34245,4546,869254,18022,76609,117115,393617,263891,5166,167347,8108,141878,73866,418846,138,249048,169660,1275006,774,2233,71570,5525,7563,1187341,0,1046066,141275,28263,8521,37064,28825,897245,131805,117243,17016
2009:Q2,1775558,34855,30118,5478,887830,12622,80633,119203,394797,280575,5197,190465,9299,139783,89020,383513,147,246281,137085,1262679,717,2275,69280,5909,8134,1176364,0,1043572,132792,34856,10251,36592,28177,896022,130090,116191,17460
2009:Q3,1818141,34515,29294,6284,910012,9626,85931,121190,395981,297284,4949,222946,10606,135980,109163,354392,131,243511,110750,1266378,683,1956,66985,5992,9150,1181612,0,1042369,139243,44459,15064,34089,28411,896094,128373,115138,17902
2009:Q4,1829218,28604,30505,4678,939851,10133,92611,123769,397803,315535,4600,224503,10992,131414,127306,326765,132,240742,85891,1251161,632,2186,64695,7406,12160,1164082,0,1037025,127057,63479,8086,34040,28392,892023,126656,114086,18346
2010:Q1,1863752,29224,26200,8419,939978,11394,91372,123319,390493,323400,4417,221343,11205,132623,133440,356903,32,237725,119146,1261059,472,522,63625,6941,12322,1177177,0,1032637,144540,65517,10326,35768,27739,888499,124989,112736,19149
2010:Q2,1839092,38084,25492,6200,940611,10650,92198,122913,383372,331478,4408,197812,10215,133943,114661,367666,77,234707,132882,1244825,649,1221,62560,6985,12586,1160824,0,1035810,125014,59007,10293,32238,27735,892537,123321,111386,19952
2010:Q3,1863536,40332,28780,6006,945799,12034,95107,122430,376495,339733,4370,209039,10990,133807,130721,353692,82,231690,121920,1255287,528,1268,61486,8211,12521,1171273,0,1036783,134490,65513,12007,32901,26895,894375,121654,110036,20754
2010:Q4,1868090,33666,26413,3920,944757,8136,96734,122114,369536,348237,4272,224165,11432,129987,108620,380858,49,228671,152138,1247308,1455,773,60421,8025,12529,1164105,0,1029419,134686,74172,8522,32041,26599,887876,119986,108685,21557
2011:Q1,1884778,34811,28489,3223,956658,8798,98999,124426,367424,357011,4230,227850,11744,131682,111942,374149,49,230297,143803,1259643,3293,776,61657,8034,12413,1173470,0,1031839,141631,78926,6681,31582,25272,887301,120666,109631,23872
2011:Q2,1904479,36548,26855,2821,958282,8315,98391,125766,362706,363104,4496,225811,11634,136729,108222,393081,51,231923,161107,1278469,3349,865,62892,7877,11878,1191608,0,1047977,143631,75287,6345,31677,24612,900443,121346,110577,26188
2011:Q3,1903364,26566,24273,2629,965385,5542,98025,128248,361057,372513,4766,209336,10166,138641,91700,429902,54,233546,196302,1289477,3236,930,64131,6731,11826,1202623,0,1058371,144252,62388,5069,31027,23772,907843,122025,111521,28503
2011:Q4,1948339,25920,20793,2520,1012314,9090,105439,134608,368520,394657,5101,231062,10785,138342,86044,415458,39,235172,180247,1301980,3126,878,65369,7202,13103,1212302,0,1076250,136052,73331,2516,29620,22757,922727,122705,112467,30818
2012:Q1,1966620,31693,18753,2287,1000384,7670,102628,130389,362738,396959,5358,256011,12372,142159,88635,408968,55,237453,171460,1320713,3053,1280,64906,8033,12234,1231207,17595,1073724,139888,79788,3836,29598,22238,918492,124035,113418,31197
2012:Q2,1960860,31636,19902,1640,990246,7535,99840,126454,357233,399184,5582,251621,12523,143102,83288,421320,55,239732,181533,1330326,1897,1348,64440,8203,14874,1239564,19694,1079413,140457,93278,3474,28715,21867,922472,125364,114368,31577
2012:Q3,1971681,35435,23210,1729,984214,8160,97342,122966,352964,402782,5721,265515,13584,145714,86610,409949,52,242011,167886,1349550,1806,1275,63977,8644,14696,1259152,14357,1084027,160768,95895,3580,28355,22785,925379,126693,115318,31955
2012:Q4,1987494,38397,23300,1736,984218,7673,94817,120766,350487,410475,5849,266253,14142,143145,100367,410087,53,244290,165744,1343287,2100,1254,63515,8359,9198,1258861,11246,1098856,148759,62838,2568,27200,21660,938500,128022,116268,32334
2013:Q1,2002265,34193,22466,1982,988835,7680,95353,119188,349773,416841,6073,281677,15064,144297,110219,397459,55,242868,154536,1350664,2704,1392,62962,8183,10061,1265362,5087,1094388,165887,75212,3645,27194,22467,934813,126312,116556,33263
2013:Q2,2006858,33286,19278,1825,990445,6918,94414,117620,348813,422680,6800,286541,15152,146123,112439,394969,58,241443,153468,1350727,1476,1496,62409,6335,10226,1268785,5099,1098177,165509,78335,4022,26865,21962,939383,124600,116843,34194
2013:Q3,2025378,32850,19115,1724,996000,7264,96145,116001,347717,428873,7265,294673,15985,147324,125954,384488,65,240020,144403,1354529,1645,1550,61856,6946,10223,1272309,5292,1098229,168788,81966,3446,28536,21522,940216,122890,117130,35123
2013:Q4,2064291,31647,21002,1741,1009678,8389,100831,115060,347017,438381,8206,325409,16970,143364,126356,379918,119,238595,141204,1352525,1492,2073,61307,7084,6712,1273857,5215,1095926,172716,59030,2751,29042,21491,938696,121178,117417,36052
2014:Q1,2103319,35700,18590,1837,1009720,7557,99766,114358,346256,441783,8538,327797,17510,147807,126732,409088,129,238633,170326,1384885,1137,2244,61181,7217,6627,1306479,4675,1097384,204420,58013,3760,29486,20943,941163,120257,118376,35964
2014:Q2,2112862,36761,19885,1687,1016601,8229,103453,113788,345835,445296,9078,334908,18353,151232,135705,388652,120,238672,149860,1377151,1253,2071,61051,6933,6553,1299290,5139,1105459,188692,58719,3233,29831,20700,950248,119335,119337,35876
2014:Q3,2136866,37811,20312,1710,1030281,8523,106597,114197,348537,452427,9659,335329,18392,150769,131322,401281,125,238710,162446,1395040,1109,2139,60926,6550,7330,1316986,5079,1112191,199716,60709,3306,29554,20010,957989,118414,120296,35788
2014:Q4,2133979,37723,19106,1807,1045153,8242,108314,115278,350635,462684,10275,341932,18846,147689,133436,378012,124,238747,139141,1385025,1045,2176,60800,6592,10591,1303821,5295,1110497,188029,92396,2798,27956,20210,957306,117492,121255,35699
2015:Q1,2131718,37746,19534,1707,1034337,8413,106520,112163,349828,457413,10772,336835,19394,153186,136921,381286,127,239546,141613,1395225,1136,2233,60737,7663,11360,1312096,3911,1110203,197982,97110,3112,27642,20383,956626,117163,122383,36414
2015:Q2,2143103,32414,20511,1608,1034713,8584,105629,110461,353245,456794,11302,333691,19500,156781,134346,398237,130,240345,157762,1404738,1136,2127,60672,7746,12175,1320882,4611,1118988,197283,101496,3302,28037,20390,965023,116834,123511,37131
2015:Q3,2140269,36509,21580,1508,1030528,8975,104944,108158,354744,453707,11890,319433,18423,158727,122506,419165,129,241141,177895,1412876,1294,2139,60612,6471,13349,1329011,4810,1130195,194006,104143,3210,28012,20516,975846,116503,124638,37846
2015:Q4,2141901,34923,22442,1408,1028882,9178,104148,106232,357523,451801,12760,333955,19072,155149,117128,416182,138,241940,174104,1404375,1422,2352,60550,7364,18945,1313742,4467,1130485,178790,155905,2834,27526,20597,975750,116174,125766,38561
2016:Q1,2196137,33464,19028,1294,1063847,10649,107587,109269,368073,468269,13490,330612,18672,159913,119844,435973,102,246988,188883,1430111,495,1786,62260,8436,22606,1334528,3878,1140942,189708,193700,3829,27988,20357,983880,118202,128786,38860
2016:Q2,2236467,37474,16993,1242,1091386,12557,110845,110701,374780,482503,14263,329401,19129,161064,118078,447437,165,252037,195235,1444154,470,3023,63969,8123,23283,1345286,4296,1154244,186746,197713,3856,28004,20274,994856,120230,131807,39158
2016:Q3,2269564,29425,17848,1432,1113819,17640,117808,112054,376764,489553,15318,329807,19936,166631,126042,449306,182,257084,192040,1469139,446,3289,65682,6880,24229,1368613,3892,1170195,194526,204178,3967,27285,20694,1008481,122258,134826,39456
2016:Q4,2223576,27610,15599,1350,1064244,20269,114900,108045,350688,470342,15454,354315,20010,158858,132183,433953,159,262132,171662,1469445,423,2886,67394,8411,17325,1373006,4286,1174401,194319,148506,3115,26651,20877,1010361,124286,137846,39754
2017:Q1,2267460,28566,16141,1332,1052712,17160,119869,108032,342203,465448,14757,364000,21242,165834,141739,461137,165,271440,189532,1498543,411,2902,67654,7977,16777,1402822,3942,1178073,220807,150016,4793,26596,21358,1007487,128237,143203,42349
2017:Q2,2308260,28673,16677,1311,1064013,14500,127018,110501,341366,470628,16252,369742,22123,170155,149953,469361,222,280747,188392,1534127,396,3970,67914,6656,16209,1438982,4412,1202079,232491,149700,5173,26257,21535,1024950,132186,148561,44943
2017:Q3,2363107,38614,17864,1338,1074171,12686,136316,112310,338651,474208,17156,383438,23180,170844,154545,481957,170,290055,191732,1597057,427,3070,68175,7222,15542,1502621,4576,1257641,240404,150574,5587,26420,21885,1073967,136137,153918,47537
2017:Q4,2387955,31881,19599,1398,1097155,11351,149607,115068,338907,482222,17823,410585,24365,168222,164132,452795,159,299361,153275,1579104,405,2867,68438,13957,15923,1477514,4840,1250189,222485,164104,5076,26524,22097,1059972,140086,159275,50131
2018:Q1,2381177,33196,21390,1256,1075829,9722,140209,115881,332451,477566,18699,407419,24824,179405,159940,459219,220,301550,157449,1596120,307,3847,70539,14890,15296,1491241,5292,1258974,226975,161742,5614,25426,25287,1064743,141822,159728,52409
2018:Q2,2405791,39875,26931,1155,1074896,8557,134635,114677,325695,491332,18959,409744,25147,185438,163636,460010,188,303741,156081,1610762,236,3327,72635,12516,14408,1507640,5752,1271295,230593,168163,6096,24972,25477,1073050,143559,160182,54686
2018:Q3,2452493,32680,23050,1201,1093646,8521,135415,121273,313657,514780,19682,434263,25763,187780,172455,461973,197,305929,155847,1638688,202,3432,74738,12498,14241,1533577,5927,1291700,235950,179614,5378,24538,25992,1089442,145295,160634,56963
2018:Q4,2412459,30191,22262,1349,1118577,9198,156818,126960,291570,534031,20494,392117,21283,186053,143094,477039,191,308118,168730,1626126,184,3328,76839,13217,13254,1519304,6007,1294249,219048,148683,5933,23492,25490,1087978,147031,161087,59240
2019:Q1,2490491,32260,21853,1719,1154363,10550,157397,133690,293016,559710,20834,417390,23180,190100,158619,470173,220,308992,160961,1644295,203,3810,77056,14254,12954,1536018,6317,1297921,231780,164540,6321,23252,26067,1091065,147448,161544,59408
2019:Q2,2565486,40996,25476,1800,1177639,10135,156954,136693,290992,582865,20937,436688,25091,195937,163753,477169,192,312735,164242,1671670,189,3333,77991,12831,12874,1564452,6832,1313644,243976,170847,5993,23346,26415,1104282,149234,163501,60128
2019:Q3,2613662,45457,25869,1711,1194310,8960,152181,142797,289387,600985,20854,457244,25842,193568,161358,487449,197,314013,173239,1689518,162,3365,78309,11941,12908,1582833,6681,1319010,257142,174281,6111,22680,26723,1108793,149844,164169,60373
2019:Q4,2687769,47594,24749,1963,1192773,9665,153395,149748,285164,594801,22855,493890,25794,192669,192217,493265,208,318588,174469,1708870,169,3543,79450,12927,13125,1599656,6845,1338228,254583,195736,6007,21806,27197,1124948,152027,166561,61253
2020:Q1,2529425,44154,24669,2337,1184060,11061,163110,151043,281487,577359,23603,399808,21755,201026,151739,476274,334,319071,156869,1715154,215,5981,80846,15578,12468,1600066,6694,1345179,248193,152952,5923,20772,27116,1131271,152922,166149,60986
2020:Q2,2679082,54480,32795,2969,1248579,13406,167362,143928,287546,636337,23672,431690,25551,212841,183576,462929,406,321218,141305,1757789,293,6287,87057,15852,11671,1636629,1870,1364456,270303,176124,6046,21137,28728,1147757,156901,164317,59798
2020:Q3,2758406,46265,30084,3098,1270615,13257,170734,148717,291117,646790,23490,461917,28023,224898,196215,473801,788,324789,148224,1808497,326,11227,97386,12217,11506,1675835,2977,1394837,278021,188132,6063,20956,29242,1173497,163517,161272,57823
2020:Q4,2879012,50151,34667,2192,1270151,8893,157487,145253,297868,660650,24269,518606,29686,210746,216025,522519,745,322425,199349,1802209,243,9976,90547,13362,12236,1675845,2926,1393453,279466,227651,5477,20911,30144,1175186,159136,163289,59131
2021:Q1,2893661,57484,38512,2269,1243610,9217,162718,139524,294265,637886,24330,547030,31037,218236,235262,495891,711,330178,165002,1858967,251,9347,92725,15000,11600,1730044,3652,1426960,299432,238252,6720,21551,31005,1203444,162963,167215,60553
2021:Q2,3010476,53994,32649,2526,1296567,10237,182852,136631,296943,669904,25548,586394,31931,224289,254299,502279,667,336266,165346,1898989,280,8360,94433,12104,10928,1772884,4437,1453269,315178,261850,8572,21042,31718,1225633,165967,170299,61669
2021:Q3,3027210,63487,41304,2231,1293256,9089,180361,136260,292959,674587,26472,591305,31029,233482,256176,488468,608,349617,138243,1973547,247,7472,98185,11303,10730,1845610,4426,1510973,330211,259332,8540,20224,32028,1274298,172557,177060,64118
2021:Q4,3111382,64541,40499,2521,1296261,7442,175636,134122,292871,686190,28046,643500,33093,244210,267263,491450,567,354934,135949,1999995,272,6977,99674,12553,9383,1871136,3459,1533949,333728,286370,9886,18840,32262,1293675,175181,179753,65093
