1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q4,12907965,16688,5018,18177,21579,71268,43129,137555,21897,557008,3804773,413716,1168229,802292,459987,960549,4599078,833548,517679,2603239,644612,1054427,64536,40735,0,0,53641,2398455,12554819,-35547,842856,2735458,316096,634977,1716727,337909,972608,406210,242127,53633,185384,3110,481466,6828,287335,3793453,8302,8681,1516061,328947,5877,3702
1988:Q1,13226660,17653,5018,18339,22067,64496,42144,141843,25098,601575,3876684,424478,1162242,827225,462850,999889,4661991,833998,520759,2664415,642819,1115103,68365,42604,0,0,55807,2467873,12870708,-52127,820392,2805416,344684,683233,1755549,346452,991360,417737,237131,50403,183631,3097,502572,8300,293501,3889951,8097,8808,1565201,353134,6345,-1195
1988:Q2,13558390,17229,5018,18501,22080,63969,44304,147540,27641,606676,3959457,450787,1153655,844845,461327,1048843,4790965,856082,532833,2744752,657298,1149621,71230,44947,0,0,56011,2533200,13197629,-40777,861244,2838031,327808,689958,1819895,367867,1013197,438831,248544,54072,191357,3115,511551,9413,300359,3975667,7701,8409,1639827,384723,6500,-7583
1988:Q3,13813952,20524,5018,18637,22463,64484,42657,152427,30066,648084,4051179,459298,1183003,866880,461230,1080768,4879972,856220,540901,2810800,672051,1107320,69672,47317,0,0,57052,2597080,13426646,-49882,856140,2891690,327157,729151,1870720,372934,1049624,448162,252102,51372,197639,3091,504894,9012,306576,4041678,8324,9056,1670028,404318,6664,-10574
1988:Q4,14100766,20131,5018,18799,29648,70364,41715,150601,32839,620739,4148387,487186,1192634,888806,460252,1119509,5016386,878153,564852,2888932,684449,1102840,71987,49257,0,0,68182,2653873,13720700,-39891,885122,2936044,338862,692755,1944025,377740,1093384,472901,267170,54975,208812,3383,503097,8548,314244,4122627,9660,9387,1729049,388881,6578,-9765
1989:Q1,14398999,21475,5368,19036,28983,62608,40937,168117,32255,672709,4222224,513829,1194517,915715,461020,1137143,5103247,879053,577007,2946647,700540,1161989,77114,50586,0,0,70471,2661879,13989588,-61607,827511,2973141,365061,761480,2038975,392484,1134775,511716,272589,47903,221255,3431,515301,8463,317985,4236703,30234,11753,1691998,423037,6649,-10886
1989:Q2,14829802,30216,8518,19253,22296,60794,44283,179831,31591,744581,4303343,529268,1197695,945831,463457,1167092,5219146,893804,590051,3020067,715225,1256630,81462,51568,0,0,75261,2701029,14414711,-67192,864682,2993795,385856,840561,2084215,399406,1163468,521341,280849,52400,224998,3451,549881,8532,326115,4363111,31288,12987,1740031,468111,6188,-9719
1989:Q3,15093531,37408,8518,19425,29354,56474,44466,187976,30046,705054,4359486,539530,1209803,958749,466206,1185198,5307647,900086,579217,3099913,728431,1367212,87516,52398,0,0,79202,2721349,14643898,-74936,852261,3023562,416782,800651,2124489,398820,1197441,528228,265159,55281,206298,3580,576895,8216,331909,4485774,32089,11960,1789088,508653,6475,-11516
1989:Q4,15395725,42334,8518,19627,26328,68610,52802,190727,29018,691992,4466924,550685,1270241,969441,465117,1211440,5407746,926864,581977,3153448,745456,1363457,109384,53998,0,0,108233,2756027,14943151,-78047,892152,3065052,430007,788857,2192836,409088,1242876,540872,270975,58711,208554,3710,591345,8005,342650,4614121,31778,13594,1779826,477010,5788,-1182
1990:Q1,15538144,44451,8518,19841,26996,61919,52007,184277,33735,703114,4574745,569487,1278244,1018734,474938,1233342,5455552,909468,574578,3237698,733808,1300768,110408,56205,0,0,106443,2799164,15102126,-74098,853528,3067142,465696,785491,2240307,409060,1283235,548012,249717,50664,195213,3840,585636,6095,348719,4693199,32539,13648,1834508,444898,5725,-702
1990:Q2,15748568,45231,8518,20066,27990,61872,49184,175399,36005,697186,4651770,567028,1301912,1047587,473744,1261499,5520893,916530,576295,3288941,739127,1383925,121827,58646,0,0,105609,2784448,15321343,-73070,886964,3052552,455295,783055,2289771,400256,1325172,564343,248333,53539,190824,3970,620236,5866,356089,4799831,33073,14054,1849294,453758,5497,182
1990:Q3,15838177,45456,8518,20221,31756,60968,48355,156090,40816,709448,4740210,586494,1326585,1077124,479226,1270781,5545728,906298,558961,3328242,752227,1186379,110446,61427,0,0,109033,2963326,15429419,-57898,889638,3049415,486898,773543,2340085,409590,1362943,567552,244324,54419,185705,4200,568041,5720,362077,4851462,35931,13452,1866731,357095,5225,-9308
1990:Q4,16108892,43632,10018,20402,27025,73660,43675,150507,46307,699200,4857897,581366,1390009,1119557,484777,1282188,5598171,908755,568846,3363320,757250,1307564,117546,64665,0,0,86976,2961647,15709909,-61459,934740,3067603,501268,759824,2424397,417681,1413555,593161,253884,55463,194091,4330,603053,6103,367905,4970059,35265,12577,1834689,377896,4524,-20935
1991:Q1,16413837,41098,10018,20574,32892,51600,41394,160941,49393,729277,4987035,578708,1434812,1168669,500984,1303862,5579019,892617,548513,3394868,743021,1485853,135313,66098,0,0,93557,2929775,15992241,-75350,906410,3087162,555411,760096,2457103,400578,1447279,609246,237063,50553,182110,4400,669138,5774,374501,5096058,35140,12307,1871428,456032,5004,-22094
1991:Q2,16601755,39682,10018,20749,27191,49749,41308,165253,50349,759116,5037219,551763,1466820,1186766,500302,1331568,5610409,879689,538763,3448036,743921,1492260,143421,67642,0,0,88944,2998445,16158352,-79985,934262,3043851,535657,801306,2493698,389898,1475585,628215,228901,56650,167769,4482,700414,6469,382601,5194232,34210,15101,1867635,469921,5186,-12016
1991:Q3,16942877,36938,10018,20886,24164,56708,38978,170028,53388,797312,5192952,540692,1553267,1214386,504633,1379974,5597824,869066,536964,3446537,745257,1602763,159768,69179,0,0,89845,3022126,16474826,-57816,948302,3027888,536008,841852,2545449,386663,1518054,640732,230592,57542,168472,4578,769566,6202,387380,5314792,36722,13719,1874170,511591,5644,-7538
1991:Q4,17294180,38622,10018,21014,21806,63965,41095,171035,55258,736582,5355606,530940,1638261,1246014,526193,1414198,5651335,864590,541606,3492546,752593,1741647,173939,70592,0,0,98988,3042677,16826925,-58037,1022519,2999890,542441,781017,2605638,397840,1559392,648406,254177,61980,187404,4793,850744,6785,393494,5447838,35629,14917,1929872,570316,5680,20714
1992:Q1,17572792,37050,10018,21135,20424,59382,40855,189106,58987,760881,5435484,539240,1639882,1266829,540192,1449341,5640784,854624,528253,3520587,737321,1759264,184054,71576,0,0,105445,3178346,17073341,-41475,993288,2969379,574836,815558,2661400,396338,1585464,679598,230072,57524,167540,5008,889980,6002,400623,5555013,36521,14952,1967191,593016,5685,11150
1992:Q2,17904186,35477,10018,21253,16786,53626,40841,178748,59311,792226,5584235,542901,1693580,1307828,554919,1485007,5674039,851213,538332,3549035,735459,1795694,196813,71368,0,0,105152,3268599,17399818,-59776,1034709,2926829,559738,861579,2729022,393647,1637277,698098,241458,59799,176630,5029,952243,6432,404384,5688835,37121,15468,2001776,613979,5521,10096
1992:Q3,18390541,35418,10018,21338,21576,58241,43628,177295,61017,847380,5747864,543523,1766841,1330961,571977,1534563,5721761,845221,536658,3595792,744090,1849157,206100,72085,0,0,101691,3415972,17871407,-28892,1073175,2894294,556864,935519,2796599,397840,1678861,719898,247516,63114,179263,5139,1019928,6554,413608,5840576,38746,15282,2061638,637772,6048,14421
1992:Q4,18700295,32476,8018,21447,20557,67877,43929,166525,61430,838792,5873669,534977,1826986,1355147,593698,1562862,5771021,843691,547059,3621244,759028,2006505,227878,74815,0,0,105462,3379894,18183286,-46030,1134667,2872193,546194,922293,2856687,401535,1715656,739496,250510,68263,176892,5355,1096342,7389,421121,6006234,37657,14131,2063897,746524,5889,16900
1993:Q1,19097335,33289,8018,21573,18881,66184,44644,177967,66197,856084,6042112,521710,1850848,1413362,618927,1637265,5750536,824221,550179,3632225,743911,2155556,249384,75337,0,0,104423,3427150,18536755,-7823,1089339,2829974,559524,996263,2904601,387031,1751473,766097,266632,63462,197470,5700,1201180,8101,429360,6144933,38976,14737,2060958,823185,6875,13094
1993:Q2,19508335,33286,8018,21705,19261,61689,45054,169430,69195,862158,6204700,518130,1898863,1453793,647624,1686290,5831594,835263,554456,3687766,754109,2236268,270783,76342,0,0,114205,3484647,18919402,-20106,1168153,2812865,552412,990737,2941039,383566,1770141,787332,295950,74124,215788,6038,1302226,9931,437945,6254746,37887,16986,2118631,829477,6516,16985
1993:Q3,20051414,34230,8018,21866,14012,65534,44578,161919,70766,910458,6419654,514425,1952298,1509627,673595,1769709,5914933,831153,565702,3742018,776060,2380015,297132,75516,0,0,113465,3519318,19425431,-9119,1182084,2786360,550522,1071811,3047139,380939,1841319,824881,307405,80467,219358,7580,1419318,10437,447603,6377592,42601,18574,2173103,904893,7255,29807
1993:Q4,20515912,33291,8018,22095,10083,68625,48530,163695,75677,904151,6567599,523883,1984651,1555237,696424,1807404,6013684,842563,584780,3777754,808587,2485423,324531,79050,0,0,170601,3540859,19835356,-5009,1251981,2786062,565319,1047464,3143163,399881,1880937,862345,321185,86228,226013,8944,1504644,10069,456749,6475892,44339,23675,2209824,910666,6966,47666
1994:Q1,20923148,34250,8018,22318,11457,68079,49958,163146,76193,963198,6595574,523834,1967902,1570251,689637,1843950,6059294,846281,592205,3808987,811821,2448694,337269,80208,0,0,173334,3832158,20346595,23705,1220704,2787822,582288,1109336,3279092,414447,1963461,901184,316511,81971,223140,11400,1495186,12256,462773,6558224,46450,23631,2428618,878751,6982,37778
1994:Q2,21214362,33361,8018,22528,8959,69351,50016,170632,73904,983477,6611166,527026,1960587,1601735,671134,1850684,6165586,856309,605897,3858409,844970,2480388,353628,79716,0,0,173882,3929749,20634375,41153,1229478,2772986,576632,1145364,3377811,415693,2033210,928908,315223,71884,228839,14500,1504264,9989,468669,6658386,43283,23826,2467311,892626,6352,40663
1994:Q3,21601993,34153,8018,22779,8572,61901,51262,169639,71478,1008296,6698162,539796,1965487,1638512,681056,1873311,6276010,868464,612824,3910069,884654,2658124,384181,83589,0,0,174909,3890921,21008759,37310,1205718,2781932,586195,1190321,3474636,425696,2093724,955216,323052,68115,237437,17500,1580774,10257,485905,6785910,46118,24194,2476436,882993,6450,34331
1994:Q4,21754997,32984,8018,22994,16020,68425,50201,174065,70806,944704,6769367,557347,1988963,1672098,671391,1879568,6423368,896316,642776,3956595,927682,2624576,424030,88101,0,0,142971,3894367,21203911,79141,1240202,2785028,611005,1090628,3602592,441556,2173449,987587,338257,72236,247295,18726,1544320,9149,490916,6840261,44876,18437,2509100,893902,5868,15622
