date,All sectors; total mortgages; asset,All sectors; one-to-four-family residential mortgages; asset,All sectors; multifamily residential mortgages; asset,All sectors; commercial mortgages; asset,All sectors; farm mortgages; asset,All sectors; total mortgages; asset,Households and nonprofit organizations; total mortgages; liability,Nonfinancial business; total mortgages; liability,Nonfinancial corporate business; total mortgages; liability,Nonfinancial noncorporate business; total mortgages; liability,Federal government; multifamily residential mortgages; liability,Equity real estate investment trusts; total mortgages; liability,All sectors; total mortgages; asset,Households and nonprofit organizations; total mortgages; asset,Nonfinancial corporate business; total mortgages; asset,Nonfinancial noncorporate business; total mortgages; asset,Federal government; total mortgages; asset,Federal government; total mortgages held by Ginnie Mae; asset,Federal government; total mortgages Federal Farmers Home Administration (FmHA), excluding one-to-four-family residential mortgages held by the Federal Financing Bank; asset,Federal government; total mortgages held by FHA; asset,Federal government; total mortgages held by FDIC; asset,Federal government; total mortgages held by Federal Financing Bank, Public Housing Administration (PHA), RTC, and VA; asset,State and local governments; total mortgages; asset,Private depository institutions; total mortgages; asset,U.S.-chartered depository institutions; total mortgages; asset,Foreign banking offices in the U.S.; total mortgages; asset,Banks in U.S.-affiliated areas; total mortgages; asset,Credit unions; one-to-four-family residential mortgages; asset,Property-casualty insurance companies; commercial mortgages, including those held by U.S. residual market reinsurers; asset,Life insurance companies; total mortgages; asset,Private pension funds; total mortgages; asset,State and local government employee defined benefit retirement funds; total mortgages; asset,Government-sponsored enterprises; total mortgages; asset,Government-sponsored enterprises; total mortgages held by Fannie Mae (includes all GSEs before 2000:Q4); asset,Government-sponsored enterprises; total mortgages held by Freddie Mac; asset,Government-sponsored enterprises; total mortgages held by Farm Credit System; asset,Government-sponsored enterprises; total mortgages held by FHLB; asset,Government-sponsored enterprises; farm mortgages held by Farmer Mac; asset,Agency-and GSE-backed mortgage pools; total mortgages; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Ginnie Mae pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Freddie Mac pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Fannie Mae pool; asset,Agency-and GSE-backed mortgage pools; farm mortgages held in a Farmer Mac pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Federal Farmers Home Administration (FmHA) pool, excluding one-to-four-family residential mortgages held by the Federal Financing Bank; asset,Issuers of asset-backed securities; total mortgages; asset,Finance companies; total mortgages; asset,Real estate investment trusts; total mortgages; asset
2011:Q1,13803023,10459363,859045,2327285,157330,13803023,10151503,3469883,628765,2841118,0,181637,13803023,133584,27845,40618,107269,5277,92030,4182,5780,0,219930,4467973,4082496,33835,34834,316808,4230,320020,25323,11106,5054566,3023731,1887589,83422,58322,1502,1194287,1135597,27111,28349,3230,0,1902862,236833,56577
2011:Q2,13703125,10390906,856003,2295620,160596,13703125,10089874,3426043,594389,2831654,0,187208,13703125,134557,27706,39167,108934,5793,93678,4251,5212,0,214615,4430642,4045911,33027,33914,317790,4496,324669,24170,11247,5018422,3001252,1875571,84221,55762,1616,1243237,1180598,30604,28831,3204,0,1834797,227786,58680
2011:Q3,13621312,10333162,856580,2267672,163898,13621312,10037175,3395945,573805,2822140,0,188192,13621312,137135,27567,37715,108932,6205,95120,4305,3302,0,211250,4424173,4038206,33667,33364,318936,4766,330649,23017,13470,4964630,2969447,1853308,85134,55072,1669,1284499,1221685,32467,28652,1695,0,1779180,217715,56614
2011:Q4,13567722,10281292,863302,2255928,167200,13567722,9989530,3388647,576157,2812490,0,189545,13567722,138133,27428,36264,109866,6585,96691,4381,2209,0,219923,4436217,4049552,32761,33402,320502,5101,334619,21864,12678,4924039,2966927,1815526,86490,53313,1783,1311884,1246918,35100,28216,1650,0,1722408,211223,56075
2012:Q1,13487158,10216106,865345,2236965,168742,13487158,9923486,3372964,536558,2836406,0,190708,13487158,135072,26956,35661,111430,7328,96935,4492,2675,0,216755,4399393,4013422,31677,32673,321621,5358,338894,22162,11143,4922776,2984506,1796671,87210,52556,1833,1336809,1269948,37824,27435,1602,0,1662868,206346,55535
2012:Q2,13410892,10152832,870658,2217119,170283,13410892,9858124,3362301,502092,2860209,0,190467,13410892,131464,26485,35057,112051,7624,97751,4502,2174,0,214140,4404039,4016551,31378,32157,323953,5582,342858,22461,10542,4870169,2971942,1755284,89325,51664,1954,1383839,1313057,42441,26307,2034,0,1601599,192277,58329
2012:Q3,13364395,10105190,881038,2206325,171842,13364395,9808244,3363068,479194,2883874,0,193083,13364395,128374,26013,34453,112547,7755,98261,4465,2066,0,220274,4402924,4013828,31131,31576,326389,5721,345922,22761,10314,4844531,2983112,1717710,91093,50626,1990,1414356,1341405,45244,25712,1995,0,1548101,188058,60046
2012:Q4,13331293,10047725,891160,2219008,173400,13331293,9749822,3387084,479607,2907477,0,194387,13331293,125199,25542,33851,111497,7182,98337,4714,1264,0,214842,4419105,4026102,30815,34340,327848,5849,346927,23060,10414,4823510,2978693,1698791,94473,49375,2178,1442727,1366193,50061,24549,1924,0,1504833,179481,64456
2013:Q1,13292131,9999879,900423,2215519,176310,13292131,9703066,3389526,462899,2926627,0,199539,13292131,124855,25931,34101,113288,7955,99346,5023,964,0,222385,4382064,3990686,29618,33782,327978,6073,347258,22885,9375,4825033,2983099,1696822,94989,47911,2212,1468060,1388448,54251,23496,1865,0,1473336,174432,63055
2013:Q2,13292023,9965129,910134,2237508,179252,13292023,9667130,3410403,464532,2945871,0,214490,13292023,124215,26319,34350,113175,7082,99768,5297,1028,0,220064,4377582,3982698,29839,32930,332115,6800,351859,22711,8967,4836071,2992912,1696979,97184,46599,2397,1502437,1418428,60321,21855,1833,0,1288768,171164,207541
2013:Q3,13335608,9975132,924977,2253273,182226,13335608,9675715,3455925,490893,2965032,0,203968,13335608,123530,26707,34599,114104,6220,100947,5565,1372,0,220424,4377733,3975523,30637,31198,340375,7265,360162,22536,7470,4872002,3029090,1696352,98976,45148,2436,1544992,1457108,65024,21055,1805,0,1250296,165875,207913
2013:Q4,13344524,9959620,940942,2258762,185200,13344524,9658715,3471558,487475,2984083,0,214251,13344524,121661,27096,34848,115470,6533,101437,6546,954,0,227225,4391963,3983444,30553,32074,345892,8206,366267,22362,6416,4877767,3039559,1690474,100751,44413,2570,1573512,1480095,71268,20382,1767,0,1199981,157014,214736
2014:Q1,13335324,9923845,953474,2269945,188060,13335324,9617753,3500475,470115,3030360,0,217096,13335324,119592,27583,34753,115952,5997,101618,7456,881,0,228833,4406423,3991361,33051,31626,350385,8538,368595,22777,7359,4861049,3028727,1685307,100754,43619,2642,1589754,1494054,74107,19854,1739,0,1152735,154100,237281
2014:Q2,13362678,9914037,966929,2290760,190952,13362678,9602366,3541579,465145,3076434,0,218733,13362678,117644,28069,34659,116537,5846,102639,7400,652,0,224758,4461770,4038689,34499,31421,357161,9078,373536,23192,9479,4840100,3011280,1680901,101986,43262,2671,1603922,1505539,77401,19273,1709,0,1133247,149646,237041
2014:Q3,13412434,9924431,981555,2312572,193876,13412434,9607769,3583397,460697,3122700,0,221268,13412434,115461,28556,34564,117271,5335,103023,8319,594,0,216595,4490508,4057799,35647,30588,366474,9659,379757,23607,7662,4854832,3013485,1691969,103403,43285,2690,1627514,1526470,80660,18703,1681,0,1117126,148183,241139
2014:Q4,13486839,9936617,1009092,2344330,196800,13486839,9615603,3639814,470369,3169445,0,231422,13486839,113488,29043,34470,117194,5372,102053,9073,696,0,222565,4530993,4090731,37588,30206,372468,10275,388173,24022,8152,4870459,3019300,1699352,105480,43494,2833,1648504,1541633,87096,18138,1637,0,1094149,148083,247269
2015:Q1,13511380,9909411,1033014,2369196,199759,13511380,9582411,3693455,480045,3213410,0,235514,13511380,109847,34928,36234,118060,5265,102292,10065,438,0,228721,4566049,4124111,37429,27415,377094,10772,393261,23510,8720,4868036,3008127,1706788,105927,44112,3082,1646186,1536330,90603,17655,1598,0,1081488,144863,240705
2015:Q2,13623872,9954437,1059393,2407291,202751,13623872,9621404,3763629,505740,3257889,0,238839,13623872,106436,40813,38000,117947,5123,101695,10822,307,0,226506,4634589,4180631,40162,26701,387095,11302,403261,22998,9180,4886183,3007232,1722738,108371,44689,3153,1677244,1560866,97834,16971,1573,0,1073680,134030,241703
2015:Q3,13727833,10004091,1078230,2439737,205775,13727833,9665415,3819991,517192,3302799,0,242427,13727833,102255,46698,39764,116943,4864,100335,11479,265,0,222442,4699751,4229747,45847,26469,397688,11890,412530,22486,9413,4914841,3012689,1743727,110527,44749,3149,1729458,1608790,102162,16137,2369,0,1041119,127861,230382
2015:Q4,13883295,10076354,1118811,2479330,208800,13883295,9731609,3916250,568482,3347768,0,235436,13883295,98694,52583,41528,116480,4655,99998,11654,173,0,231297,4778423,4296676,50626,26256,404865,12760,430675,21974,8017,4920096,3010753,1746667,114930,44488,3258,1775452,1643043,114193,15884,2332,0,1018130,159465,217721
2016:Q1,13931233,10076096,1144920,2497140,213077,13931233,9725386,3964727,550174,3414552,0,241120,13931233,96798,46893,41030,117381,4401,100342,12482,156,0,232637,4825501,4340588,55669,26262,402982,13490,436107,22041,8421,4929023,3012569,1752605,115961,44684,3204,1803851,1663244,122474,15449,2684,0,974539,155829,227692
2016:Q2,14047243,10137065,1170496,2522328,217353,14047243,9780939,4028702,547167,3481535,0,237602,14047243,95523,41204,40533,117334,4153,100335,12689,157,0,234140,4935341,4432222,60497,25890,416732,14263,445238,22108,9181,4930746,3013878,1749740,118266,45584,3278,1843974,1692493,134062,14704,2715,0,943408,149073,225177
2016:Q3,14211239,10220823,1203074,2565665,221677,14211239,9858185,4120823,572374,3548450,0,232231,14211239,93427,35514,40036,117493,3883,100389,13127,94,0,240472,5017679,4495846,65686,25768,430379,15318,453038,22176,18179,4968413,3029642,1768182,120346,46943,3300,1885329,1728091,140520,14056,2662,0,917215,143743,243207
2016:Q4,14333572,10278844,1236280,2592448,226000,14333572,9911756,4185347,570100,3615247,0,236469,14333572,93482,29825,39538,119666,4655,101570,13357,84,0,242829,5070613,4537603,68067,25530,439413,15454,465461,22242,14533,5027216,3063646,1790188,121594,48408,3380,1932958,1766760,150227,13290,2681,0,893673,138319,227763
2017:Q1,14434795,10338308,1262250,2605722,228515,14434795,9960883,4236127,538325,3697802,0,237785,14434795,92538,30423,41645,118631,3546,101500,13534,51,0,247155,5097792,4555992,69307,25176,447317,14757,476524,23345,10390,5082370,3093430,1814742,121849,48917,3432,1977111,1805549,156215,12672,2675,0,863992,134138,223984
2017:Q2,14580992,10417101,1287971,2644862,231058,14580992,10030149,4312286,532054,3780232,0,238557,14580992,93352,31021,43750,118721,3305,100335,13706,1375,0,247250,5179474,4622040,73697,24897,458840,16252,490122,24448,8268,5100470,3105954,1816842,123534,50474,3666,2022780,1842845,165979,12229,1727,0,852190,129548,223346
2017:Q3,14723575,10510631,1314698,2664617,233629,14723575,10113003,4373207,510547,3862660,0,237365,14723575,91183,31620,45854,120674,3276,102225,13913,1260,0,249264,5231536,4661054,73921,24979,471582,17156,497693,25550,4154,5141124,3131487,1828870,124818,52144,3805,2076398,1884164,178738,11781,1715,0,840630,127799,222940
2017:Q4,14911624,10595926,1363183,2716315,236200,14911624,10188211,4481369,536211,3945158,0,242044,14911624,90171,32218,47959,119842,3166,102469,14068,139,0,256804,5282714,4698482,77059,25800,481373,17823,506666,26652,6901,5193710,3155703,1853654,126711,53768,3874,2126459,1913406,200169,11178,1706,0,845085,123796,234824
2018:Q1,15006947,10639958,1387382,2741065,238542,15006947,10224541,4543838,547491,3996347,0,238568,15006947,89190,32717,48220,120261,3066,102903,14156,136,0,252265,5316052,4721373,78180,25261,491238,18699,520876,25940,7440,5215784,3176703,1853733,126626,54855,3867,2161480,1940140,211398,8345,1597,0,839608,125538,232877
2018:Q2,15177493,10728413,1417044,2791125,240911,15177493,10305607,4635017,587240,4047777,0,236869,15177493,87626,33215,48481,121215,2962,103864,14299,90,0,258861,5371841,4767310,75956,24865,503710,18959,536367,25227,9425,5246687,3186600,1870433,128566,57172,3916,2200202,1970832,219612,8145,1613,0,865526,122569,231292
2018:Q3,15326266,10831242,1453905,2797814,243305,15326266,10400072,4696768,597546,4099222,0,229426,15326266,86045,33714,48742,121972,2876,104558,14452,86,0,263360,5411582,4797465,75147,24451,514519,19682,552864,24516,12541,5291626,3209155,1888010,130532,60044,3885,2245245,2008201,227544,7885,1615,0,859124,117800,237453
2018:Q4,15463398,10897248,1488401,2832049,245700,15463398,10460025,4777145,626489,4150657,0,226228,15463398,84630,34213,49004,123197,2793,105713,14624,67,0,258605,5442448,4817745,77609,24081,523013,20494,568109,23803,12329,5333759,3223783,1909846,133618,62507,4005,2292274,2042243,241049,7515,1467,0,850782,114774,254977
2019:Q1,15553214,10926944,1512591,2862505,251174,15553214,10490472,4842211,639337,4202874,0,220531,15553214,83960,34764,49647,123939,2716,106296,14871,56,0,258077,5464229,4835354,77841,23672,527362,20834,581559,23648,9672,5356624,3232801,1921976,133323,64043,4481,2314979,2058350,248239,6930,1460,0,846194,120295,264793
2019:Q2,15694670,11014080,1539212,2884669,256709,15694670,10574413,4900527,648722,4251805,0,219730,15694670,83247,35316,50237,120690,2646,102899,15083,62,0,254771,5540499,4899988,78207,23399,538905,20937,590415,23493,8857,5389416,3243452,1939930,134773,66501,4760,2340233,2076442,255811,6522,1458,0,841835,118682,276042
2019:Q3,15894503,11115716,1585243,2931240,262304,15894503,10671113,5003116,668575,4334541,0,220274,15894503,82581,35867,51043,123480,2567,105566,15305,42,0,255089,5593111,4939772,80727,22839,549773,20854,605379,23338,9115,5460463,3280189,1969320,136592,69363,4999,2369090,2092829,268245,6568,1448,0,860623,118880,285590
2019:Q4,16041777,11186821,1622405,2964651,267900,16041777,10739940,5077525,678620,4398904,0,224312,16041777,82088,36419,51744,123807,2487,105796,15504,20,0,256504,5654876,4987376,80396,22571,564533,22855,619179,23183,7877,5510666,3299954,1993252,139620,72449,5391,2406043,2117563,280986,6381,1113,0,855461,117211,273864
2020:Q1,16174522,11251905,1644100,3005470,273047,16174522,10800691,5148752,686485,4462267,0,225079,16174522,81801,36994,53379,125334,2433,107361,15508,32,0,253089,5704258,5020528,82595,22473,578662,23603,626608,21525,8295,5567099,3330678,2014808,141312,74512,5789,2429819,2138810,284150,5788,1071,0,876664,115262,250792
2020:Q2,16322616,11336949,1677760,3029714,278193,16322616,10882069,5216768,697853,4518915,0,223779,16322616,81042,37579,55456,126724,2385,108719,15608,12,0,256286,5738607,5040264,81992,22956,593395,23672,630907,20424,7303,5705796,3417834,2063374,145254,72864,6470,2417572,2125553,285628,5342,1049,0,861533,111801,247914
2020:Q3,16549147,11504200,1708976,3052574,283397,16549147,11040504,5282839,707278,4575561,0,225804,16549147,80873,38172,56125,125721,2325,107335,16049,12,0,259520,5766686,5056956,81502,23062,605166,23490,632588,19203,7536,5891255,3493676,2173719,149135,67880,6845,2428376,2117699,304266,5433,978,0,851617,107933,260052
2020:Q4,16776978,11652712,1754956,3080710,288600,16776978,11180123,5370400,724039,4646361,0,226455,16776978,80499,38776,55998,127151,2258,108269,16621,3,0,261730,5741078,5027121,80963,22911,610083,24269,644701,18142,6943,6142464,3589868,2327990,154551,62793,7262,2428326,2103398,318688,5301,939,0,837648,110043,259210
2021:Q1,16960499,11783978,1784557,3100134,291830,16960499,11301713,5437938,738869,4699068,0,220848,16960499,79751,39388,57524,128239,2193,108950,17093,3,0,263619,5706172,4990007,80356,22433,613376,24330,646011,17743,7435,6352500,3674972,2453019,157777,59390,7342,2431388,2095020,330311,5209,848,0,832016,108628,265755
2021:Q2,17269097,12022165,1810298,3141538,295096,17269097,11524729,5525187,767921,4757266,0,219180,17269097,78372,40011,57706,129471,2122,109353,17993,3,0,264635,5752199,5019915,81386,21865,629033,25548,655541,16821,7366,6560285,3782552,2550943,162464,56529,7797,2459586,2112334,341374,5003,875,0,832825,106994,281737
2021:Q3,17602537,12271340,1837987,3194812,298398,17602537,11758521,5633680,806167,4827513,0,210336,17602537,77129,40643,58997,131519,2034,110303,19179,3,0,265150,5845496,5094005,83750,21812,645929,26472,669614,15982,7584,6736662,3833191,2673352,165975,56084,8060,2474651,2125591,343363,4798,899,0,844911,105439,302288
2021:Q4,17980412,12531780,1881960,3264972,301700,17980412,12004016,5770725,859285,4911439,0,205671,17980412,75842,41285,59763,133144,1959,111653,19529,3,0,264970,5953160,5170539,91070,21407,670144,28046,679459,15391,7596,6924135,3899025,2789825,171418,55553,8314,2501790,2149211,346652,4695,1232,0,877217,104633,313981
