1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q1,2997257,132226,102321,29905,223036,41648,70883,56790,22923,0,0,9326,21466,124868,484,124384,0,0,433213,363977,23693,776,44236,531,0,89616,0,7900,81716,0,315728,315728,731814,731814,44744,0,17758,26986,335668,25223,15435,86743,144076,45917,18274,254,254,371665,334499,37167,27333,26210,1123,0,0,0,0,0,167092,167092
2011:Q2,3171014,129609,101891,27718,229899,48142,66669,57406,26498,0,0,9677,21507,125568,474,125094,104574,104574,415106,346134,22815,865,44280,1012,0,85106,0,6648,78458,0,312853,312853,778631,778631,47327,0,18998,28329,371287,25652,17336,99736,161620,47981,18962,72,72,361262,325136,36126,24647,23458,1189,0,0,0,0,0,185073,185073
2011:Q3,3023375,126992,101461,25531,244071,57069,67275,57320,30626,0,0,9828,21953,126488,465,126023,0,0,398850,328550,23746,930,44600,1024,0,80956,0,5507,75449,0,251931,251931,787229,787229,54347,0,22525,31822,368337,25545,20557,95269,156184,54371,16411,69,69,361948,325753,36195,25254,23949,1305,0,0,0,0,0,196903,196903
2011:Q4,2963736,124375,101031,23344,241199,50819,69233,59583,28577,0,0,9842,23145,126986,455,126531,0,0,403286,332087,24154,878,44912,1255,0,83752,0,5845,77907,0,238861,238861,726124,726124,49237,0,27557,21680,375063,23364,22151,93479,162304,54344,19421,62,62,375763,338187,37576,22899,21540,1359,0,0,0,0,0,196129,196129
2012:Q1,2963755,124271,100555,23716,256057,58955,70713,59322,32310,0,0,9488,25269,126945,445,126500,0,0,380666,309080,22884,1280,46123,1299,0,86614,0,7092,79522,0,267723,267723,723715,723715,45183,0,27094,18089,351566,26525,20207,94198,166848,30615,13173,834,834,375495,337946,37550,53066,51768,1298,0,0,0,0,0,171620,171620
2012:Q2,2980818,124167,100079,24088,257320,58558,72252,59634,32442,0,0,8939,25495,126698,435,126263,0,0,404343,328020,23720,1348,49535,1720,0,86963,0,6344,80619,0,244457,244457,742728,742728,46666,0,37706,8960,351069,23201,21490,99223,161892,32847,12416,1659,1659,375681,338113,37568,53043,50774,2269,0,0,0,0,0,166024,166024
2012:Q3,3050317,124063,99603,24460,254722,57879,73198,59655,32407,0,0,6126,25457,127331,425,126906,0,0,398302,321386,24380,1275,49443,1718,100,89250,0,6467,82783,0,269144,269144,751301,751301,46506,0,33787,12719,343422,23082,22046,100623,153877,31908,11886,3245,3245,377473,339726,37747,107899,103211,4688,0,0,0,0,0,157659,157659
2012:Q4,3041592,123959,99127,24832,202109,19786,74893,61275,16388,0,0,3007,26760,128352,414,127938,0,0,413600,336714,25074,1254,48151,2145,262,92068,0,6589,85479,0,303747,303747,758064,758064,45411,0,30863,14548,336296,75588,23622,90944,100760,35323,10059,1776,1776,386975,348278,38698,105333,99281,6052,0,0,0,0,0,143902,143902
2013:Q1,3051227,126261,101483,24778,204692,20014,75643,61739,16787,0,0,2462,28047,128347,405,127942,0,0,407411,332115,22217,1392,49123,2141,423,91400,0,7362,84038,0,307855,307855,741472,741472,49146,0,44113,5033,352356,73243,20665,110746,113047,24972,9683,3909,3909,390907,351816,39091,105987,101409,4578,0,0,0,0,0,141484,141484
2013:Q2,3212203,128563,103839,24724,207150,20748,75829,61866,16821,0,0,2352,29534,129015,395,128620,12800,12800,450701,372552,23453,1496,50330,2372,498,90288,0,6499,83789,0,302558,302558,799071,799071,53510,0,56099,-2589,376352,80544,21693,128658,107860,27241,10356,4358,4358,394821,355339,39482,110734,106414,4320,0,0,0,0,0,152282,152282
2013:Q3,3320064,130865,106195,24670,208407,20209,75661,62387,16974,0,0,2352,30824,129418,385,129033,114505,114505,457668,377092,26569,1550,49441,2408,608,89673,0,6133,83540,0,313716,313716,790576,790576,55427,0,55120,307,389595,78890,20903,155418,97851,27443,9090,3860,3860,396898,357208,39690,100514,96579,3935,0,0,0,0,0,138942,138942
2013:Q4,3475807,133167,108551,24616,356716,123143,75998,63598,61077,0,0,2352,30548,129292,375,128917,0,0,492559,410057,26990,2073,50111,2339,989,94975,0,6770,88205,0,339184,339184,818249,818249,63813,0,53500,10313,429200,91123,23963,169430,101024,34319,9341,1932,1932,401336,361202,40134,75694,71686,4008,0,0,0,0,0,139690,139690
2014:Q1,3559008,132675,107817,24858,395602,148785,77404,63220,72151,0,0,2352,31690,129235,366,128869,0,0,478540,394717,27407,2244,50498,2277,1397,98320,0,8372,89948,0,320598,320598,865194,865194,65631,0,65595,36,450448,94387,27236,179868,106629,32797,9531,531,531,397961,358165,39796,73031,70035,2996,0,0,0,0,0,151242,151242
2014:Q2,3620707,132183,107083,25100,362557,124907,76648,63553,61662,0,0,2352,33435,129548,356,129192,0,0,530562,442177,29958,2071,51081,2242,3033,97422,0,7764,89658,0,375418,375418,866507,866507,63498,0,64757,-1259,439389,85047,28771,174476,108350,34125,8620,17,17,401356,361220,40136,64118,61213,2905,0,0,0,0,0,158132,158132
2014:Q3,3580589,131691,106349,25342,216805,22926,76401,63175,17965,0,0,2352,33986,130311,346,129965,0,0,539790,446688,33143,2139,51402,2173,4245,99310,0,7695,91615,0,390257,390257,892926,892926,76169,0,75089,1080,451868,91380,32012,162105,119557,36872,9942,10,10,401676,361508,40168,63838,61322,2516,0,0,0,0,0,185938,185938
2014:Q4,3607391,131199,105615,25584,217869,23438,76581,63249,18091,0,0,2352,34158,130944,337,130607,0,0,565672,468231,35397,2176,51928,2083,5857,106135,0,8358,97777,0,369537,369537,870320,870320,87401,0,85612,1789,481310,113211,34569,144615,132906,45688,10321,10,10,411532,370379,41153,64817,61597,3220,0,0,0,0,0,170645,170645
2015:Q1,3649415,132743,106900,25843,218011,23819,76200,62937,18214,0,0,2352,34489,131199,328,130871,60920,60920,536597,436039,34903,2233,54076,2098,7248,104993,0,8998,95995,0,354327,354327,870596,870596,91892,10630,93709,-12447,495495,113971,39269,140419,153645,36533,11658,13,13,412333,371100,41233,62331,59313,3018,0,0,0,0,0,177965,177965
2015:Q2,3747791,134287,108185,26102,220100,25013,77839,62058,18331,0,0,2352,34507,131610,319,131291,127565,127565,588152,478125,39923,2127,56223,2072,9682,106561,0,8657,97904,0,364371,364371,842514,842514,91266,10819,100635,-20188,481229,111130,36266,139033,148378,35380,11042,14,14,416253,374628,41625,55103,52636,2467,0,0,0,0,0,188766,188766
2015:Q3,3731606,135831,109470,26361,218166,25188,77011,60268,18269,0,0,2352,35078,132458,310,132148,199915,199915,586233,460227,44872,2139,57239,2861,18895,110316,0,8864,101452,0,289407,289407,843596,843596,101139,7539,99576,-5976,458873,103607,33730,127819,145828,36486,11403,14,14,422822,380540,42282,37677,35275,2402,0,0,0,0,0,195159,195159
2015:Q4,3516455,137375,110755,26620,221262,26238,77461,60335,18228,0,0,2352,36648,132281,301,131980,0,0,631233,498651,44650,2352,58121,3683,23776,114970,0,9413,105557,0,289393,289393,819243,819243,84790,4332,82309,-1851,449741,106085,33679,115264,146868,35324,12521,15,15,404691,364222,40469,23923,23072,851,0,0,0,0,0,207538,207538
2016:Q1,3541464,137049,110210,26839,219011,26562,76350,58517,18085,0,0,2352,37145,131986,293,131693,0,0,613759,484531,42918,1786,61115,3688,19721,116320,0,10409,105911,0,265726,265726,859107,859107,90051,4382,86929,-1260,485837,117441,39181,109712,162889,42673,13941,196,196,384836,346352,38484,23382,22466,916,0,0,0,0,0,214204,214204
2016:Q2,3597066,136723,109665,27058,215651,27166,75731,56173,17777,0,0,2352,36452,132236,285,131951,0,0,684959,548999,44463,3023,65710,3670,19094,119360,0,10631,108729,0,275717,275717,862033,862033,93826,4071,81190,8565,469023,118291,36607,110780,152437,38217,12691,161,161,382361,344125,38236,22228,21305,923,0,0,0,0,0,202788,202788
2016:Q3,3587761,136397,109120,27277,213537,26754,75396,55215,17773,0,0,2352,36047,131475,278,131197,0,0,684866,546202,46354,3289,67995,3625,17401,115882,0,9484,106398,0,298913,298913,835459,835459,87126,5761,73651,7714,466913,114581,37833,116539,143807,43242,10911,159,159,382948,344653,38295,24703,23659,1044,0,0,0,0,0,209383,209383
2016:Q4,3558667,136071,108575,27496,216366,27576,75378,56884,18480,0,0,2352,35696,132135,270,131865,0,0,704309,566399,46666,2886,68257,3472,16629,120830,0,10187,110643,0,277036,277036,815284,815284,93850,5578,72296,15976,448411,113545,30712,129179,132785,31749,10441,271,271,387995,349196,38800,22839,22542,297,0,0,0,0,0,203270,203270
2017:Q1,3749360,137939,110073,27866,215332,27979,74938,56494,18527,0,0,2352,35042,132267,263,132004,107638,107638,660515,525673,45171,2902,71198,3285,12286,121993,0,11385,110608,0,279892,279892,833001,833001,99986,5063,76619,18304,447465,107387,28743,143554,124781,31566,11434,306,306,388786,349907,38879,104022,86051,17971,0,0,0,0,0,220218,220218
2017:Q2,3908497,139807,111571,28236,214217,28253,74608,55876,18662,0,0,2352,34466,132426,256,132170,141428,141428,706376,569558,46625,3970,71225,3120,11878,120415,0,10339,110076,0,295244,295244,831221,831221,107381,6142,69363,31876,461427,114008,28659,150695,125723,30982,11360,303,303,388142,349328,38814,103731,86181,17550,0,0,0,0,0,266379,266379
2017:Q3,3784379,141675,113069,28606,213105,27477,73835,55312,18702,0,0,2352,35427,133305,249,133056,12045,12045,719136,579543,50512,3070,72040,3270,10701,119794,0,9879,109915,0,290944,290944,805736,805736,105775,8032,70025,27718,465032,110178,30923,150217,125210,38416,10088,309,309,383153,344838,38315,114278,96410,17868,0,0,0,0,0,280092,280092
2017:Q4,4046751,143543,114567,28976,215714,28532,74401,56613,18948,0,0,2352,34868,134063,242,133821,151678,151678,732114,586455,54832,2867,74757,3380,9823,125564,0,10909,114655,0,333309,333309,760426,760426,110592,5489,67300,37803,453266,107269,29768,147104,127320,33867,7938,371,371,387212,348491,38721,123080,101575,21505,0,0,0,0,0,375819,375819
2018:Q1,3865841,142254,113188,29066,216500,29931,74378,56722,19174,0,0,2352,33943,134345,236,134109,0,0,698979,557073,46513,3847,78800,3295,9451,128364,0,12789,115575,0,338157,338157,762071,762071,110389,8523,67204,34662,439895,98422,28225,152697,118736,34299,7516,371,371,387073,348366,38707,121099,96804,24295,0,0,0,0,0,386344,386344
2018:Q2,4185613,140965,111809,29156,217377,30810,74318,57005,19389,0,0,2352,33503,134433,230,134203,0,0,736701,588599,52374,3327,79790,3238,9373,125429,0,11462,113967,0,333047,333047,754682,754682,106540,8334,58293,39913,448353,99620,27888,166704,110228,36957,6956,265,265,390740,351666,39074,115058,96902,18156,0,0,0,0,0,682023,682023
2018:Q3,4204240,139676,110430,29246,217974,32424,73941,56958,19685,0,0,2352,32614,133710,225,133485,0,0,708591,557008,58266,3432,79642,928,9315,126070,0,11002,115068,0,335921,335921,760337,760337,108262,11032,59783,37447,457633,102709,27212,173425,111253,36501,6533,351,351,391849,352664,39185,105728,88335,17393,0,0,0,0,0,718138,718138
2018:Q4,4209792,138387,109051,29336,220771,34459,74371,58320,20051,0,0,2352,31218,134175,219,133956,0,0,729501,577263,57746,3328,81141,634,9389,132350,0,11951,120399,0,302332,302332,758383,758383,111356,11309,80529,19518,447464,102659,28449,147850,123304,38198,7004,443,443,397054,357349,39705,104269,84880,19389,0,0,0,0,0,733307,733307
2019:Q1,4396957,138311,108770,29541,225424,35690,76313,59135,20299,0,0,2352,31635,133212,215,132997,215313,215313,670856,524125,50726,3810,82173,627,9395,133607,0,12880,120727,0,292407,292407,750303,750303,100921,10579,59340,31002,450862,103131,29213,140316,131298,39489,7415,535,535,400950,360855,40095,107241,80126,27115,0,0,0,0,0,777015,777015
2019:Q2,4463926,138235,108489,29746,226926,36987,77039,58926,20563,0,0,2352,31059,132485,210,132275,216736,216736,686516,540476,51406,3333,82196,625,8480,134622,0,12718,121904,0,310744,310744,757643,757643,101189,12430,52295,36464,449599,102727,29050,130841,137139,42377,7465,543,543,401188,361069,40119,112866,86805,26061,0,0,0,0,0,794634,794634
2019:Q3,4307601,138159,108208,29951,227099,37888,76868,58753,20823,0,0,2352,30415,132853,206,132647,23097,23097,654890,501954,54185,3365,86127,894,8365,132445,0,11798,120647,0,308679,308679,788850,788850,113976,11764,65530,36682,469386,112208,30724,121397,151309,45780,7968,524,524,394018,354616,39402,125850,99091,26759,0,0,0,0,0,797775,797775
2019:Q4,4315861,138083,107927,30156,230697,38926,78369,60884,21098,0,0,2352,29068,131331,202,131129,0,0,638923,484934,52258,3543,88677,989,8522,139715,0,13035,126680,0,325713,325713,783944,783944,113884,13203,56757,43924,478470,116550,30267,114157,161733,47343,8420,0,0,386679,348011,38668,117658,89084,28574,0,0,0,0,0,830764,830764
2020:Q1,4838048,137927,107577,30350,227252,39969,73368,62111,21207,0,0,2352,28245,132396,195,132201,0,0,797166,615064,62860,5981,107687,943,4631,143946,0,14174,129772,0,337724,337724,929371,929371,220921,18802,172644,29475,504837,129056,34002,84155,186543,56874,14207,0,0,399981,359983,39998,128723,94011,34712,0,0,0,0,0,877804,877804
2020:Q2,4591988,137771,107227,30544,341724,44377,143568,101886,21370,0,0,2352,28171,131650,189,131461,0,0,547652,380298,50548,6287,108226,582,1711,143990,0,13226,130764,0,319488,319488,909224,909224,191520,16766,118048,56706,494570,123471,32351,84111,188701,54012,11924,0,0,373077,333031,40046,119037,91684,27353,252,252,0,0,0,882033,882033
2020:Q3,4619261,137615,106877,30738,407759,47421,183773,124492,21811,0,0,2352,27910,132210,182,132028,0,0,470437,306787,47749,11227,103628,719,327,144840,0,13104,131736,0,385048,385048,876845,876845,196919,16960,118356,61603,495051,118817,31826,83413,195422,55251,10322,0,0,372425,329025,43400,104602,81409,23193,5375,3180,812,1383,0,890135,890135
2020:Q4,4742890,137459,106527,30932,418857,49148,188890,128593,22097,0,0,2352,27777,130789,176,130613,0,0,410289,252337,43253,9976,103941,493,289,153207,0,14792,138415,0,482374,482374,904756,904756,197743,16240,124464,57039,506493,114366,32450,85163,207712,55889,10913,0,0,370252,326236,44016,106603,79389,27214,20054,3552,5962,10491,49,904014,904014
2021:Q1,4948660,137141,106029,31112,426312,50145,192324,130978,22261,0,0,2352,28252,130021,170,129851,0,0,390909,228628,40286,9347,112262,97,289,156463,0,16349,140114,0,573708,573708,924688,924688,244624,15687,148970,79967,516613,107051,33909,100485,209951,55013,10204,0,0,373678,321729,51949,121169,93709,27460,18623,2135,5949,10490,49,934711,934711
2021:Q2,5034984,136823,105531,31292,435899,52501,197113,133768,22262,0,0,2352,27903,129270,163,129107,0,0,362618,205939,39160,8360,108763,108,288,152820,0,15116,137704,0,595233,595233,941032,941032,254539,14353,167494,72692,545140,107328,35555,116932,218999,56601,9725,0,0,381939,307259,74680,129588,101321,28267,17850,1622,5855,10325,48,952233,952233
2021:Q3,5331557,136505,105033,31472,487488,55764,227976,151794,22199,0,0,2352,27403,129282,157,129125,180557,180557,344263,189645,39429,7472,107343,111,263,152138,0,14090,138048,0,571419,571419,990694,990694,262058,17065,187589,57404,578187,108716,37302,126220,238622,57465,9862,6119,6119,368084,299229,68855,125060,105224,19836,17376,1456,5744,10129,47,982327,982327
2021:Q4,5365709,136187,104535,31652,534809,57842,255804,169717,22562,0,0,2352,26532,129456,150,129306,9862,9862,347025,195111,40100,6977,104468,106,263,164447,0,15974,148473,0,576419,576419,1042198,1042198,275328,18135,202709,54484,621504,110040,38388,138582,262097,62283,10114,6458,6458,344850,294721,50129,130218,104049,26169,16788,1346,5549,9893,0,1030160,1030160
